日期,ETF代號,股票代號,股票名稱,股數,持股比例(%)
2026-07-30,00981A,2330,台積電,10740000.0,9.71
2026-07-30,00981A,2383,台光電,4715000.0,8.34
2026-07-30,00981A,2454,聯發科,5200000.0,6.89
2026-07-30,00981A,3037,欣興,17833000.0,5.23
2026-07-30,00981A,2345,智邦,6419000.0,5.09
2026-07-30,00981A,6669,緯穎,2449000.0,4.92
2026-07-30,00981A,6223,旺矽,2443000.0,4.81
2026-07-30,00981A,2327,國巨*,25437000.0,4.76
2026-07-30,00981A,3017,奇鋐,5496000.0,4.75
2026-07-30,00981A,2303,聯電,87718000.0,3.95
2026-07-30,00981A,3665,貿聯-KY,4898848.0,3.83
2026-07-30,00981A,2308,台達電,5642000.0,3.54
2026-07-30,00981A,3711,日月光投控,16327000.0,3.38
2026-07-30,00981A,8046,南電,9519000.0,3.27
2026-07-30,00981A,3653,健策,2297000.0,2.95
2026-07-30,00981A,5274,信驊,454900.0,2.46
2026-07-30,00981A,2368,金像電,7579000.0,2.24
2026-07-30,00981A,6274,台燿,5229000.0,2.16
2026-07-30,00981A,6805,富世達,1957000.0,0.99
2026-07-30,00981A,8210,勤誠,2297000.0,0.9
2026-07-30,00981A,2449,京元電子,7543450.0,0.63
2026-07-30,00981A,6187,萬潤,1334000.0,0.46
2026-07-30,00981A,1590,亞德客-KY,528000.0,0.29
2026-07-30,00981A,4979,華星光,1874000.0,0.27
2026-07-30,00981A,6510,精測,289000.0,0.27
2026-07-30,00981A,4958,臻鼎-KY,1682000.0,0.26
2026-07-30,00981A,6515,穎崴,93000.0,0.2
2026-07-30,00981A,6278,台表科,3610000.0,0.19
2026-07-30,00981A,6271,同欣電,2470000.0,0.15
2026-07-30,00981A,6147,頎邦,2822000.0,0.14
2026-07-30,00981A,6191,精成科,3988000.0,0.13
2026-07-30,00981A,2408,南亞科,940000.0,0.13
2026-07-30,00981A,3376,新日興,1741000.0,0.11
2026-07-30,00981A,3264,欣銓,1508000.0,0.1
2026-07-30,00981A,5439,高技,526000.0,0.04
2026-07-30,00981A,2002,中鋼,5163000.0,0.04
2026-07-30,00981A,4966,譜瑞-KY,140000.0,0.03
2026-07-30,00981A,8996,高力,1000.0,0.0
2026-07-30,00981A,8358,金居,1000.0,0.0
2026-07-30,00981A,3661,世芯-KY,1000.0,0.0
2026-07-30,00981A,3443,創意,1000.0,0.0
2026-07-30,00981A,2439,美律,1000.0,0.0
2026-07-30,00981A,3008,大立光,1000.0,0.0
2026-07-30,00981A,2382,廣達,1000.0,0.0
2026-07-30,00981A,3533,嘉澤,1000.0,0.0
2026-07-30,00981A,6488,環球晶,1000.0,0.0
2026-07-30,00981A,2313,華通,1000.0,0.0
2026-07-30,00981A,8150,南茂,1000.0,0.0
2026-07-30,00981A,2317,鴻海,1000.0,0.0
2026-07-30,00981A,5347,世界,1000.0,0.0
2026-07-30,00981A,2481,強茂,5000.0,0.0
2026-07-30,00980A,2330,台灣積體電路製造,634000.0,9.86
2026-07-30,00980A,2454,聯發科技,279000.0,6.37
2026-07-30,00980A,2383,台光電子材料,152000.0,4.63
2026-07-30,00980A,2059,川湖科技,91000.0,4.58
2026-07-30,00980A,2308,台達電子工業,378000.0,4.08
2026-07-30,00980A,7769,鴻勁精密,73000.0,2.89
2026-07-30,00980A,3037,欣興電子,563000.0,2.84
2026-07-30,00980A,6223,旺矽科技,76000.0,2.57
2026-07-30,00980A,3081,聯亞光電工業,237600.0,2.49
2026-07-30,00980A,2408,南亞科技,1039000.0,2.4
2026-07-30,00980A,2317,鴻海精密工業,1478000.0,2.39
2026-07-30,00980A,6515,穎崴科技,55000.0,2.05
2026-07-30,00980A,2345,智邦科技,147000.0,2.01
2026-07-30,00980A,2368,金像電子（股）公司,393000.0,2.0
2026-07-30,00980A,2360,致茂電子,148000.0,1.99
2026-07-30,00980A,3017,奇鋐科技,134000.0,1.99
2026-07-30,00980A,6669,緯穎科技服務,47000.0,1.62
2026-07-30,00980A,5904,寶雅國際,312450.0,1.59
2026-07-30,00980A,1303,南亞塑膠工業,1535000.0,1.57
2026-07-30,00980A,5274,信驊科技,16300.0,1.52
2026-07-30,00980A,2891,中國信託金融控股,3356000.0,1.49
2026-07-30,00980A,3653,健策精密工業,66000.0,1.46
2026-07-30,00980A,3443,創意電子,59000.0,1.44
2026-07-30,00980A,2376,技嘉科技,635000.0,1.43
2026-07-30,00980A,3711,日月光投資控股,400000.0,1.42
2026-07-30,00980A,3036,文曄科技,1093000.0,1.41
2026-07-30,00980A,6274,台燿科技,187000.0,1.33
2026-07-30,00980A,2382,廣達電腦,658000.0,1.3
2026-07-30,00980A,8299,群聯電子,120000.0,1.27
2026-07-30,00980A,3293,鈊象電子,230000.0,1.22
2026-07-30,00980A,8046,南亞電路板,203000.0,1.2
2026-07-30,00980A,2327,國巨,345000.0,1.11
2026-07-30,00980A,3231,緯創資通,979000.0,1.1
2026-07-30,00980A,2884,玉山金融控股,3972622.0,1.06
2026-07-30,00980A,8996,高力熱處理工業,181000.0,0.99
2026-07-30,00980A,3529,力旺電子,60000.0,0.97
2026-07-30,00980A,2344,華邦電子,1153000.0,0.96
2026-07-30,00980A,3008,大立光電,36000.0,0.94
2026-07-30,00980A,8210,勤誠興業,139000.0,0.93
2026-07-30,00980A,4958,臻鼎科技控股,335000.0,0.89
2026-07-30,00980A,6213,聯茂電子,482000.0,0.81
2026-07-30,00980A,3189,景碩科技,185000.0,0.75
2026-07-30,00980A,6805,富世達,54000.0,0.47
2026-07-30,00980A,3665,貿聯控股（BizLink Holding In,32336.0,0.44
2026-07-30,00980A,3044,健鼎科技,164000.0,0.4
2026-07-30,00980A,3026,禾伸堂企業,134000.0,0.4
2026-07-30,00980A,3264,欣銓科技,316000.0,0.36
2026-07-30,00980A,6831,邁科科技,93000.0,0.31
2026-07-30,00980A,6442,光紅建聖,38000.0,0.28
2026-07-30,00980A,3533,嘉澤端子工業,13000.0,0.15
2026-07-30,00982A,2330,台積電,1967000.0,10.15
2026-07-30,00982A,5536,聖暉*,3792000.0,8.4
2026-07-30,00982A,2454,聯發科,887000.0,6.55
2026-07-30,00982A,6669,緯穎,424000.0,5.11
2026-07-30,00982A,6139,亞翔,3225000.0,5.08
2026-07-30,00982A,2345,智邦,831000.0,3.72
2026-07-30,00982A,2360,致茂,837000.0,3.6
2026-07-30,00982A,6223,旺矽,307000.0,3.45
2026-07-30,00982A,2383,台光電,333000.0,3.2
2026-07-30,00982A,2059,川湖,185000.0,3.1
2026-07-30,00982A,4958,臻鼎-KY,3178000.0,3.02
2026-07-30,00982A,3105,穩懋,4226000.0,2.89
2026-07-30,00982A,3491,昇達科,988000.0,2.38
2026-07-30,00982A,6488,環球晶,1148000.0,2.33
2026-07-30,00982A,3008,大立光,248000.0,2.24
2026-07-30,00982A,2303,聯電,9256000.0,2.23
2026-07-30,00982A,6257,矽格,4824000.0,2.05
2026-07-30,00982A,3017,奇鋐,407000.0,2.0
2026-07-30,00982A,3264,欣銓,4780000.0,1.87
2026-07-30,00982A,2377,微星,5731000.0,1.85
2026-07-30,00982A,3583,辛耘,1159000.0,1.7
2026-07-30,00982A,6531,愛普*,1140000.0,1.68
2026-07-30,00982A,2467,志聖,1507000.0,1.63
2026-07-30,00982A,3702,大聯大,5680000.0,1.41
2026-07-30,00982A,8016,矽創,2272000.0,1.41
